TrkTime (EDT),TrkLatitude,TrkLongitude,TrkAltitude (m),HeadingPlatMagnetic (T),HeadingPlatTrue (T),PlatformSpeed (kts),TrkDist (nm),month,day,year,eventno,legtype,legstage,legno,glarel,glarer,beaufort,cloud,wx,visiblty,effort_edits,rectypeEFFORT,rectype,sightno,angle,speccode,number,numcalf,anhead,photos,idrel,confidnc,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,edits,notes,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,glarev,ph_qual
2024-07-27T09:00:21.4,41.67265056666667,-70.96023225,25.5,347.3,2.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:23.4,41.672675483333336,-70.96023498333334,25.5,317.7,332.7,2.6,0.0015010219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:25.4,41.672703133333336,-70.96025096666666,25.5,302.6,317.6,3,0.0018082629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:27.4,41.672730433333335,-70.96028756666666,25.5,293.8,308.8,3.5,0.0023196809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:29.4,41.672758333333334,-70.96033548333334,25.5,290.3,305.3,4,0.0027247036,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:31.4,41.672787066666665,-70.96038888333334,25.5,292,307,4.4,0.0029515278,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:33.4,41.672817216666665,-70.96044373333335,25.5,294.1,309.1,4.6,0.0030541642,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:35.4,41.67284845000001,-70.9604982,25.5,294.1,309.1,4.8,0.0030795046,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:37.4,41.672878616666665,-70.96055136666666,25.5,292.9,307.9,4.9,0.0029942983,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:39.4,41.672907933333335,-70.96060358333334,25.5,295.4,310.4,5,0.0029295382,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:41.4,41.67294085,-70.96064805,25.5,313.4,328.4,4.9,0.0028076275,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:43.4,41.672980416666675,-70.96067451666667,25.5,334.2,349.2,4.9,0.0026556265,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:44.4,41.673001516666666,-70.96067965,25.5,344.9,359.9,4.8,0.0012876015,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:46.4,41.67304455,-70.96067391666666,25.5,6.899999999999999,21.9,4.8,0.0025965035,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:48.4,41.673086033333334,-70.96064793333333,25.5,19.4,34.4,4.9,0.0027497926,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:50.4,41.6731274,-70.96060906666666,25.5,22.700000000000003,37.7,5.1,0.0030342877,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:52.4,41.67317223333333,-70.96056293333334,25.5,23.4,38.4,5.4,0.0033950583,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:54.4,41.67322098333334,-70.96051168333334,25.5,23.6,38.6,5.8,0.0037215442,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:56.4,41.673269733333335,-70.9604603,25.5,23.299999999999997,38.3,5.9,0.0037252391,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:00:58.4,41.67331396666667,-70.96041405,25.5,22.9,37.9,5.9,0.0033697828,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:00.4,41.673356766666664,-70.9603691,25.5,22.9,37.9,5.8,0.0032660798,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:02.4,41.67339575,-70.96032655,25.5,25.200000000000003,40.2,5.7,0.0030198823,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:04.4,41.67343818333333,-70.96027861666667,25.5,24.299999999999997,39.3,5.9,0.0033334562,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:06.4,41.673485983333336,-70.96022748333333,25.5,23.6,38.6,6.1,0.0036735783,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:08.4,41.67353725,-70.96017336666667,25.5,23.5,38.5,6.4,0.0039197848,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:10.4,41.67359196666667,-70.96011483333334,25.5,23.700000000000003,38.7,6.7,0.004205171,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:12.4,41.67364953333333,-70.96005225,25.5,24,39,7.1,0.0044523692,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:14.4,41.6737101,-70.95998643333333,25.5,23.9,38.9,7.4,0.0046836017,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:16.4,41.673773516666664,-70.95991825,25.5,23.5,38.5,7.8,0.004883413,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:18.4,41.67383991666667,-70.95984791666666,25.5,23.1,38.1,8.1,0.0050835796,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:20.4,41.6739099,-70.95977471666667,25.5,22.9,37.9,8.5,0.0053321687,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:22.4,41.67398333333333,-70.9596982,25.5,23.1,38.1,10.1,0.0055869786,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:24.4,41.6740589,-70.9596182,25.5,23.9,38.9,10.4,0.0057841751,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:26.4,41.67417525,-70.95949041666668,25.5,24.1,39.1,10.8,0.0090355043,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:28.4,41.674255,-70.95940446666667,25.5,23.700000000000003,38.7,11,0.0061469259,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:30.4,41.67433546666667,-70.95931898333333,25.5,23.6,38.6,11,0.0061674693,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:32.4,41.67441475,-70.95923256666667,25.5,23.6,38.6,11,0.0061383112,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:34.4,41.67449366666666,-70.95914803333334,24.5,23.5,38.5,10.9,0.0060681304,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:36.4,41.674571633333336,-70.95906483333333,24.5,23.6,38.6,10.7,0.005986244,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:38.4,41.67464828333333,-70.9589833,24.5,23.5,38.5,10.6,0.0058778423,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:40.4,41.67472433333333,-70.95890283333334,24.5,23.4,38.4,10.4,0.0058198961,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:42.4,41.67479955,-70.95882331666667,24.5,23.1,38.1,10.3,0.0057542229,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:44.4,41.67487393333333,-70.95874606666666,24.5,22.799999999999997,37.8,10.2,0.005652168,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:44.4,41.67487393333333,-70.95874606666666,24.5,22.799999999999997,37.8,10.2,0,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:46.4,41.67494833333333,-70.95866893333333,24.5,22.799999999999997,37.8,10.1,0.0056497514,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:48.4,41.67502116666667,-70.95859121666666,24.5,23.5,38.5,10,0.0055919418,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:50.4,41.67509365000001,-70.95851193333333,24.5,24.299999999999997,39.3,10.1,0.0056197079,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:52.4,41.675165533333335,-70.95843171666667,24.5,25.1,40.1,10.1,0.0056185611,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27T09:01:54.4,41.67523538333333,-70.95835053333333,24.5,27.1,42.1,10,0.0055536556,7,27,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
