TrkTime (EST),TrkLatitude,TrkLongitude,TrkAltitude (m),HeadingPlatMagnetic (T),HeadingPlatTrue (T),PlatformSpeed (kts),TrkDist (nm),month,day,year,eventno,legtype,legstage,legno,glarel,glarer,beaufort,cloud,wx,visiblty,effort_edits,rectypeEFFORT,rectype,sightno,angle,speccode,number,numcalf,anhead,photos,idrel,confidnc,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,edits,notes,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,glarev,ph_qual
2023-01-19T07:47:24.7,41.67281,-70.95985166666667,25.9,345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:29.7,41.67281,-70.95985166666667,26.2,345,0,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:34.7,41.672806666666666,-70.95985333333333,26.5,345,0,0.01,0.0002136373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:39.7,41.672803333333334,-70.95985833333333,26.8,345,0,0.04,0.00030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:44.7,41.672801666666665,-70.95986333333333,27.3,345,0,0.04,0.0002455521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:47.7,41.6728,-70.95986333333333,27.5,345,0,0.03,0.0001000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:52.7,41.67279833333333,-70.959865,27.3,345,0,0.03,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:47:57.7,41.67279666666667,-70.95986333333333,27,345,0,0.02,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:02.7,41.67279333333333,-70.95985833333333,26.8,345,0,0.01,0.00030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:07.7,41.67279166666667,-70.959855,26.6,345,0,0.01,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:12.7,41.67278833333334,-70.95985333333333,26.7,345,0,0.02,0.0002136373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:17.7,41.67278833333334,-70.95985666666667,26.9,345,0,0.01,0.0001494915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:22.7,41.67278833333334,-70.95986,27,345,0,0.01,0.0001494915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:27.7,41.67278833333334,-70.95986166666667,27.2,345,0,0.02,0.0000747458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:32.7,41.67278833333334,-70.95986333333333,27.3,345,0,0.01,0.0000747458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19T07:48:37.7,41.67279166666667,-70.95986833333333,27.4,345,0,0.01,0.00030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
