TrkTime (EDT),TrkLatitude,TrkLongitude,TrkAltitude (m),HeadingPlatMagnetic (T),HeadingPlatTrue (T),PlatformSpeed (kts),TrkDist (nm),month,day,year,eventno,legtype,legstage,legno,glarel,glarer,beaufort,cloud,wx,visiblty,effort_edits,rectypeEFFORT,rectype,sightno,angle,speccode,number,numcalf,anhead,photos,idrel,confidnc,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,edits,notes,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,glarev,ph_qual
2023-05-18T08:57:00.6,41.67281666666667,-70.95992666666666,31,224.57,239.57,0.02,0.00030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:05.7,41.672815,-70.95992166666667,31.1,224.57,239.57,0.01,0.0002455521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:10.7,41.67281166666667,-70.95992,31.2,224.57,239.57,0.01,0.0002136373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:15.7,41.67281,-70.95991833333333,31.5,224.57,239.57,0.01,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:20.7,41.672808333333336,-70.95991833333333,31.7,224.57,239.57,0.01,0.0001000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:25.7,41.67281,-70.959915,31.7,224.57,239.57,0.02,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:30.6,41.67281,-70.95991666666667,31.9,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:35.6,41.67281166666667,-70.95991666666667,31.7,224.57,239.57,0.01,0.0001000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:40.6,41.67281333333333,-70.95991833333333,31.2,224.57,239.57,0.01,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:45.6,41.67281666666667,-70.95992,30.7,224.57,239.57,0.01,0.0002136373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:50.6,41.67281833333333,-70.95992333333334,30.2,224.57,239.57,0.01,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:57:55.6,41.67281666666667,-70.95992666666666,30.1,224.57,239.57,0.01,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:00.6,41.67281666666667,-70.959925,30,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:00.6,41.67281666666667,-70.959925,30,224.57,239.57,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:05.7,41.67281833333333,-70.95992666666666,29.9,224.57,239.57,0.01,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:10.7,41.67281833333333,-70.95992666666666,29.6,224.57,239.57,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:15.7,41.67282,-70.95992333333334,29.3,224.57,239.57,0.01,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:20.7,41.67282,-70.959925,28.9,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:25.7,41.672821666666664,-70.95992333333334,28.6,224.57,239.57,0.02,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:30.6,41.672821666666664,-70.95992166666667,28.5,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:35.7,41.67282,-70.95991833333333,28.8,224.57,239.57,0.01,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:40.6,41.67281666666667,-70.959915,29,224.57,239.57,0.01,0.0002498032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:45.6,41.67281,-70.95991166666667,29.5,224.57,239.57,0.01,0.0004272746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:50.6,41.672806666666666,-70.95990666666667,29.6,224.57,239.57,0.01,0.00030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:58:55.6,41.672806666666666,-70.959905,29.8,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:00.6,41.672808333333336,-70.95990333333333,30.1,224.57,239.57,0.01,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:05.6,41.67281166666667,-70.95990666666667,29.8,224.57,239.57,0.01,0.0002498033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:10.6,41.67281,-70.95990833333333,29.9,224.57,239.57,0.01,0.0001249016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:15.7,41.67281,-70.95991,29.9,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:20.6,41.67281,-70.95991166666667,29.8,224.57,239.57,0.01,0.0000747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:25.6,41.672808333333336,-70.95990833333333,29.8,224.57,239.57,0.01,0.0001798922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:30.6,41.672805,-70.95990666666667,29.6,224.57,239.57,0.01,0.0002136373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:30.6,41.672805,-70.95990666666667,29.6,224.57,239.57,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:35.7,41.672808333333336,-70.95991166666667,29.4,224.57,239.57,0.01,0.00030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:40.7,41.67282333333333,-70.95989833333333,28.8,224.57,239.57,0.28,0.0010810439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:45.7,41.67290833333333,-70.95985333333333,29.1,7.920000000000002,22.92,4.68,0.0054879824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:50.6,41.67302333333333,-70.95983833333334,31.1,349.17,4.17,5.47,0.0069373457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T08:59:55.6,41.673195,-70.9599,32.7,327.06,342.06,7.76,0.0106715298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:00.6,41.67331,-70.96007166666666,32.5,288.47,303.47,5.91,0.0103414271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:05.6,41.673405,-70.96015000000001,31.7,332.35,347.35,3.83,0.006698891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:10.6,41.673496666666665,-70.96010833333334,30.4,20.1,35.1,4.49,0.0058122773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:15.6,41.673615,-70.95999333333333,29.1,23.700000000000003,38.7,7.36,0.0087793362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:20.7,41.673785,-70.95982166666667,28.4,23.89,38.89,9.71,0.0127847728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:25.6,41.67398,-70.95962333333334,27.8,22.619999999999997,37.62,11.23,0.0147033498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:30.6,41.674215,-70.95937666666667,27.7,23.619999999999997,38.62,13.59,0.0179290083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:30.6,41.674215,-70.95937666666667,27.7,23.619999999999997,38.62,13.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:35.7,41.67449,-70.95909333333333,27.9,22.67,37.67,15.49,0.0208343876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:40.7,41.67478666666667,-70.95877666666667,28.2,24.75,39.75,16.74,0.0227803426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:45.7,41.67506,-70.95849,28.1,24.15,39.15,13.77,0.0208469569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:50.7,41.67523,-70.95827,28,36.94,51.94,9.03,0.0141957703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:00:55.6,41.67522,-70.95804333333334,27.4,97.41,112.41,7.52,0.0101827561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:00.6,41.675108333333334,-70.95784333333333,26.9,113.81,128.81,8.28,0.011198054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:05.6,41.67497000000001,-70.95761166666668,26.4,113.4,128.4,10,0.0133011451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:10.6,41.6748,-70.95732333333333,25.7,114.25,129.25,12.57,0.0164736362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:15.6,41.674596666666666,-70.95698166666666,25.3,113.93,128.93,14.75,0.0195912632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:20.6,41.67436000000001,-70.95658666666667,25.2,113.35,128.35,16.94,0.0227092011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:25.7,41.67409500000001,-70.95614333333333,25.1,113.55000000000001,128.55,18.72,0.0254645282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:30.6,41.673808333333334,-70.95567333333334,25.3,114.33000000000001,129.33,19.89,0.0272124616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:30.6,41.673808333333334,-70.95567333333334,25.3,114.33000000000001,129.33,19.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:35.7,41.67353,-70.95521,25.6,112.97,127.97,19.2,0.0266652343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:40.7,41.67326833333333,-70.95476333333333,25.6,112.78,127.78,17.99,0.0254576231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:45.7,41.67301833333333,-70.95435,25.6,113.99000000000001,128.99,16.91,0.0238520081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:50.7,41.67278,-70.95395833333333,25.9,114.19999999999999,129.2,16.3,0.0226561915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:01:55.7,41.67255,-70.95357666666666,26.2,113.15,128.15,15.69,0.0219927768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:00.6,41.67233666666667,-70.95321,26.5,112.85,127.85,14.86,0.0208439761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:05.6,41.672131666666665,-70.95286166666668,26.1,113.46000000000001,128.46,14.09,0.0198882123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:10.6,41.671933333333335,-70.95253166666667,25.9,113.03,128.03,13.59,0.0189956887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:15.6,41.67174333333333,-70.952215,25.7,113.65,128.65,12.98,0.0182161865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:20.6,41.67156166666667,-70.95191666666666,26.5,114.08000000000001,129.08,12.42,0.0172623122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:25.6,41.671355,-70.95172666666667,26.1,139.14,154.14,10.17,0.0150525138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:30.6,41.671185,-70.95164833333335,25.9,145.19,160.19,7.22,0.0107945571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:30.6,41.671185,-70.95164833333335,25.9,145.19,160.19,7.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:35.7,41.671125,-70.95152166666666,26,78.93,93.93,3.67,0.0067267547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:40.7,41.67113333333333,-70.95147666666666,25.6,66.85,81.85,0,0.0020792834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:45.7,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0.0001000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:50.7,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:02:55.7,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:00.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:05.7,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:10.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:15.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:20.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:25.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:30.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:35.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:40.7,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:45.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:50.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:03:55.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:00.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:00.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:05.7,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:10.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:15.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:20.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:25.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:30.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:35.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:40.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:45.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:50.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:04:55.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18T09:05:00.6,41.671135,-70.95147666666666,25.4,66.85,81.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
