TrkTime (EST),TrkLatitude,TrkLongitude,TrkAltitude (m),HeadingPlatMagnetic (T),HeadingPlatTrue (T),PlatformSpeed (kts),TrkDist (nm),month,day,year,eventno,legtype,legstage,legno,glarel,glarer,beaufort,cloud,wx,visiblty,effort_edits,rectypeEFFORT,rectype,sightno,angle,speccode,number,numcalf,anhead,photos,idrel,confidnc,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,edits,notes,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,glarev,ph_qual
2023-12-09T07:33:55.6,41.67287000000001,-70.95990333333333,33.1,24.090000000000003,39.09,2.5,0.0019666354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:00.6,41.672985,-70.95984333333334,33.2,356.9,11.9,7.31,0.0074104559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:05.6,41.67314833333333,-70.95989166666668,33.8,319.53,334.53,7.13,0.0100433126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:10.6,41.67325666666667,-70.96002833333333,33.3,293.52,308.52,6,0.0089371713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:15.6,41.67330833333333,-70.96023,32.1,253.79000000000002,268.79,7.56,0.0095613781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:20.6,41.673211666666674,-70.960455,30.7,206.07,221.07,9.45,0.0116406911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:25.6,41.67301833333333,-70.96066833333333,30,204.25,219.25,12.03,0.0150425017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:30.6,41.67277833333333,-70.96092,28.7,203.31,218.31,14.33,0.0183037398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:35.6,41.67249833333334,-70.96121666666669,28.5,205.85,220.85,16.23,0.0214391667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:40.6,41.672185,-70.96155333333334,28.4,203.41,218.41,18.54,0.0241223767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:45.6,41.671841666666666,-70.96191833333333,27.2,203.28,218.28,18.97,0.0263228737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:50.6,41.671505,-70.96227333333333,26.2,204.5,219.5,17.94,0.0257307728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:34:55.6,41.671256666666665,-70.96268,25.6,230.76,245.76,16.6,0.023557324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:00.6,41.67111666666667,-70.96315000000001,25.1,234.15,249.15,15.94,0.0226930017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:05.6,41.670985,-70.96358666666667,24.1,234.24,249.24,14.74,0.0211192833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:10.6,41.67088666666667,-70.96392333333333,23.3,237.56,252.56,7.44,0.0162123156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:15.6,41.67089,-70.96403833333333,23.1,269.98,284.98,1.68,0.0051614919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:20.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0.0003869044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:25.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:35.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:40.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:45.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:50.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:35:55.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:00.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:05.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:10.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:15.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:20.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:25.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:35.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:40.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:45.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:50.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:36:55.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:00.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:05.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:10.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:15.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:20.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:25.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:35.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:40.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:45.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:50.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:37:55.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:00.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:05.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:10.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:15.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:20.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:25.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:30.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:35.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:40.6,41.67089166666667,-70.96404666666666,22.9,269.98,284.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:45.6,41.67093666666667,-70.96419166666666,22,280.94,295.94,7.12,0.0070420005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:50.6,41.67104,-70.96442833333333,22.5,289.39,304.39,9.63,0.0122944303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:38:55.6,41.671175,-70.96467833333334,22.9,295.84,310.84,9.77,0.0138351365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:00.6,41.67133166666667,-70.96483,23.1,333.36,348.36,6.09,0.0116080478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:05.6,41.67147,-70.96478333333333,23.3,19.560000000000002,34.56,6.61,0.0085652365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:10.6,41.67167666666667,-70.96457,23.8,25.68,40.68,19.67,0.0156686676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:15.6,41.672265,-70.963925,23.8,24.1,39.1,43.24,0.045656776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:20.6,41.67325,-70.962885,23.9,23.18,38.18,62.9,0.0753189251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:25.6,41.674545,-70.96151333333333,24.1,23.740000000000002,38.74,78.75,0.0991438038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:30.6,41.67603833333333,-70.95990333333333,38.7,23.979999999999997,38.98,85.3,0.1151176009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:30.6,41.67603833333333,-70.95990333333333,38.7,23.979999999999997,38.98,85.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:35.6,41.677616666666665,-70.95819833333333,55.4,24.04,39.04,89.85,0.1217634542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:40.6,41.67927333333334,-70.95645,74,22.82,37.82,92.72,0.1266509842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:45.6,41.68101,-70.95469666666666,96.5,22.54,37.54,95.86,0.1305907824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:50.6,41.68275666666667,-70.952865,124.6,23.4,38.4,97.4,0.1332060406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:39:55.6,41.684545,-70.95096833333334,146,23.28,38.28,99.98,0.1369733551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:00.6,41.68638333333333,-70.94905833333334,166.6,22.54,37.54,101.74,0.1397033184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:00.6,41.68638333333333,-70.94905833333334,166.6,22.54,37.54,101.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:05.6,41.688255,-70.94715000000001,190.8,21.93,36.93,101.97,0.1412430563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:10.6,41.6902,-70.94521166666667,203,21.740000000000002,36.74,108.12,0.1455682341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:15.6,41.692211666666665,-70.943195,221.9,21.39,36.39,109.47,0.1508750695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:20.6,41.694251666666666,-70.94120333333335,247.5,20.61,35.61,109.82,0.1515756534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:25.6,41.696305,-70.939285,278.8,19.130000000000003,34.13,107.22,0.1503167126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:30.6,41.69835333333333,-70.93746833333333,309.6,18.1,33.1,106,0.147504428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:30.6,41.69835333333333,-70.93746833333333,309.6,18.1,33.1,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:35.6,41.700406666666666,-70.93567666666667,336,18.28,33.28,106.14,0.1471386326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:40.6,41.702446666666674,-70.93388333333333,359.4,18.35,33.35,105.48,0.1465081169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:45.6,41.704475,-70.93208333333335,377.9,18.78,33.78,105.55,0.1460864631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:50.6,41.706505,-70.93025166666666,393.5,19.22,34.22,106.3,0.1469567831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:40:55.6,41.70855,-70.92839666666669,409.8,19.159999999999997,34.16,106.98,0.1482870359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:00.6,41.710586666666664,-70.92652666666666,427.4,19.65,34.65,106.84,0.1482506106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:05.6,41.71262500000001,-70.92463666666667,441.9,20.14,35.14,107.63,0.1488400086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:10.6,41.71467833333333,-70.9227,450.7,20.5,35.5,110.48,0.1507741886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:15.6,41.71685,-70.92066000000001,446.3,19.759999999999998,34.76,118.46,0.1592482992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:20.6,41.71915166666667,-70.91854333333333,445,19.65,34.65,122.35,0.1676181306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:25.6,41.72148833333334,-70.91636833333334,448.6,20.159999999999997,35.16,123.76,0.1708308668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:30.6,41.72383333333333,-70.91413333333334,453.8,20.740000000000002,35.74,124.59,0.172784537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:35.6,41.726168333333334,-70.91188000000001,464,21.11,36.11,123.75,0.1727723688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:40.6,41.728475,-70.909635,474.8,21.21,36.21,122.65,0.1711730069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:45.6,41.730765,-70.90739166666667,483.7,21.549999999999997,36.55,122.58,0.170318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:50.6,41.733043333333335,-70.905115,489.3,22.29,37.29,123.13,0.1706397204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09T07:41:55.6,41.735305,-70.90278,494.4,23.14,38.14,123.52,0.1714189178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
