rectype,month,day,year,eventno,time,lat,long,heading,alt,legtype,legstage,legno,visiblty,glarel,glarer,beaufort,cloud,wx,sightno,strip,speccode,number,numcalf,anhead,photos,idrel,confidnc,behav1,behav2,behav3,behav4,behav5,behav6,behav7,behav8,behav9,behav10,behav11,behav12,behav13,behav14,behav15,psightings,ssightings,pnum,snum,legflag,view,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,notes,edits,glarev,ph_qual
Z,4,24,2022,100,133518,41.6709,-70.9641,264,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,100,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,101,133523,41.6709,-70.9641,228,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,101,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,102,133531,41.6709,-70.9641,216,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,102,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,103,133535,41.6709,-70.9641,212,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,103,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,104,133539,41.6709,-70.9641,221,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,104,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,105,133543,41.6709,-70.9641,219,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,105,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,106,133551,41.6709,-70.9641,203,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,106,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,107,133555,41.6709,-70.9641,191,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,107,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,108,133559,41.6709,-70.9641,209,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,108,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,109,133604,41.6709,-70.9641,214,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,109,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,110,133608,41.6709,-70.9641,214,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,110,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,111,133616,41.6709,-70.9641,247,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,111,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,112,133620,41.6709,-70.9641,234,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,112,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,113,133624,41.6709,-70.9641,249,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,113,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,114,133628,41.6709,-70.9641,268,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,114,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,115,133636,41.6709,-70.9641,250,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,115,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,116,133640,41.6709,-70.9641,250,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,116,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,117,133645,41.6709,-70.9641,253,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,117,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,118,133649,41.6709,-70.9641,268,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,118,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,119,133653,41.6709,-70.9641,255,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,119,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,120,133701,41.6709,-70.9641,257,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,120,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,121,133705,41.6709,-70.9641,249,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,121,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,122,133709,41.6709,-70.9641,264,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,122,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,123,133713,41.6709,-70.9641,267,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,123,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,124,133721,41.6709,-70.9641,274,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,124,,,,0.5,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,125,133726,41.6709,-70.9641,303,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,125,,,,3,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,126,133730,41.671,-70.9642,295,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,126,,,,5.6,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,127,133734,41.671,-70.9644,303,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,127,,,,8.5,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,128,133738,41.6711,-70.9646,304,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,128,,,,9.7,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,129,133746,41.6714,-70.9648,5,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,129,,,,8.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,130,133750,41.6715,-70.9647,42,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,130,,,,8.5,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,131,133754,41.6717,-70.9645,38,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,131,,,,15.3,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,132,133758,41.672,-70.9642,37,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,132,,,,29.1,1000,100,85,5,5,3,9,,,,,,, ,
