rectype,month,day,year,eventno,time,lat,long,heading,alt,legtype,legstage,legno,visiblty,glarel,glarer,beaufort,cloud,wx,sightno,strip,speccode,number,numcalf,anhead,photos,idrel,confidnc,behav1,behav2,behav3,behav4,behav5,behav6,behav7,behav8,behav9,behav10,behav11,behav12,behav13,behav14,behav15,psightings,ssightings,pnum,snum,legflag,view,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,notes,edits,glarev,ph_qual
S,4,24,2022,15,132815,41.6731,-70.9598,75,16,1,-,,5, , ,4,3,C,2,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,1/-VBW,T,15,,,,0.7,1000,100,85,5,5,N,9,,,,,,ON WATCH, ,
Z,4,24,2022,16,132820,41.6731,-70.9598,107,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,1/-,T,16,,,,0.4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,17,132824,41.6731,-70.9598,105,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,17,,,,0.7,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,18,132828,41.6731,-70.9598,102,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,18,,,,0.7,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,19,132832,41.6731,-70.9598,123,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,19,,,,0.4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,20,132836,41.6731,-70.9598,120,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,20,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,21,132845,41.6731,-70.9598,106,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,21,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,22,132849,41.6731,-70.9598,123,16,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,22,,,,0.6,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,23,132853,41.6731,-70.9598,103,15,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,23,,,,0.7,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,24,132857,41.6731,-70.9598,113,17,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,24,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,25,132905,41.673,-70.9598,124,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,25,,,,0.3,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,26,132909,41.673,-70.9598,142,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,26,,,,0.4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,27,132913,41.673,-70.9598,169,23,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,27,,,,1.5,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,28,132918,41.673,-70.9599,217,23,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,28,,,,1.4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,29,132922,41.673,-70.9599,215,23,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,29,,,,2.6,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,30,132930,41.6729,-70.96,235,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,30,,,,4.4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,31,132934,41.6728,-70.9601,246,23,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,31,,,,4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,32,132938,41.6728,-70.9602,268,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,32,,,,3.7,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,33,132942,41.6728,-70.9603,286,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,33,,,,4.4,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,34,132950,41.6729,-70.9605,298,24,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,34,,,,5.4,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,35,132954,41.6729,-70.9606,292,24,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,35,,,,5.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,36,132959,41.6729,-70.9608,252,23,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,36,,,,3.9,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,37,133003,41.6728,-70.9609,222,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,37,,,,5.6,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,38,133007,41.6728,-70.961,218,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,38,,,,7.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,39,133015,41.6725,-70.9612,218,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,39,,,,9,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,40,133019,41.6724,-70.9614,217,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,40,,,,10.5,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,41,133023,41.6722,-70.9616,218,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,41,,,,11.8,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,42,133027,41.672,-70.9617,219,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,42,,,,13.5,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,43,133035,41.6716,-70.9622,218,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,43,,,,13.6,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,44,133040,41.6714,-70.9624,220,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,44,,,,12.8,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,45,133044,41.6713,-70.9626,247,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,45,,,,11.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,46,133048,41.6712,-70.9629,249,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,46,,,,12,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,47,133052,41.6711,-70.9632,249,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,47,,,,12.7,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,48,133100,41.671,-70.9637,241,19,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,48,,,,9,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,49,133104,41.6709,-70.9639,254,19,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,49,,,,5.5,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,50,133108,41.6709,-70.964,267,19,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,50,,,,3.9,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,51,133112,41.6709,-70.9641,312,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,51,,,,1.7,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,52,133121,41.6709,-70.9641,311,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,52,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,53,133125,41.6709,-70.9641,289,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,53,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,54,133129,41.6709,-70.9641,250,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,54,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,55,133133,41.6709,-70.9641,262,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,55,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,56,133137,41.6709,-70.9641,258,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,56,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,57,133145,41.6709,-70.9641,295,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,57,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,58,133149,41.6709,-70.9641,286,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,58,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,59,133153,41.6709,-70.9641,273,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,59,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,60,133157,41.6709,-70.9641,265,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,60,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,61,133206,41.6709,-70.9641,247,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,61,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,62,133210,41.6709,-70.9641,259,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,62,,,,0.3,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,63,133214,41.6709,-70.9641,247,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,63,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,64,133218,41.6709,-70.9641,255,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,64,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,65,133222,41.6709,-70.9641,250,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,65,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,66,133230,41.6709,-70.9641,251,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,66,,,,0.2,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,67,133234,41.6709,-70.9641,242,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,67,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,68,133238,41.6709,-70.9641,245,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,68,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,69,133243,41.6709,-70.9641,233,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,69,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,70,133251,41.6709,-70.9641,238,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,70,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,71,133255,41.6709,-70.9641,239,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,71,,,,0.3,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,72,133259,41.6709,-70.9641,232,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,72,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,73,133303,41.6709,-70.9641,259,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,73,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,74,133307,41.6709,-70.9641,270,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,74,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,75,133315,41.6709,-70.9641,270,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,75,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,76,133319,41.6709,-70.9641,246,19,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,76,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,77,133324,41.6709,-70.9641,228,19,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,77,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,78,133328,41.6709,-70.9641,216,19,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,78,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,79,133336,41.6709,-70.9641,244,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,79,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,80,133340,41.6709,-70.9641,247,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,80,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,81,133344,41.6709,-70.9641,250,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,81,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,82,133348,41.6709,-70.9641,243,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,82,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,83,133352,41.6709,-70.9641,270,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,83,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,84,133401,41.6709,-70.9641,252,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,84,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,85,133405,41.6709,-70.9641,270,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,85,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,86,133409,41.6709,-70.9641,278,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,86,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,87,133413,41.6709,-70.9641,276,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,87,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,88,133421,41.6709,-70.9641,283,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,88,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,89,133425,41.6709,-70.9641,256,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,89,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,90,133429,41.6709,-70.9641,255,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,90,,,,0.1,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,91,133433,41.6709,-70.9641,245,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,91,,,,0.2,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,92,133437,41.6709,-70.9641,238,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,92,,,,0,1000,100,85,5,5,3,10,,,,,,, ,
Z,4,24,2022,93,133446,41.6709,-70.9641,264,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,93,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,94,133450,41.6709,-70.9641,237,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,94,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,95,133454,41.6709,-70.9641,248,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,95,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,96,133458,41.6709,-70.9641,251,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,96,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,97,133506,41.6709,-70.9641,253,22,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,97,,,,0.1,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,98,133510,41.6709,-70.9641,251,21,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,98,,,,0,1000,100,85,5,5,3,9,,,,,,, ,
Z,4,24,2022,99,133514,41.6709,-70.9641,264,20,1,-,,5, , ,4,3,C,,,,,,, , ,,,,,,,,,,,,,,,,,1,1,,,/,F,99,,,,0.4,1000,100,85,5,5,3,9,,,,,,, ,
