rectype,month,day,year,eventno,time,lat,long,heading,alt,legtype,legstage,legno,visiblty,glarel,glarer,beaufort,cloud,wx,sightno,strip,speccode,number,numcalf,anhead,photos,idrel,confidnc,behav1,behav2,behav3,behav4,behav5,behav6,behav7,behav8,behav9,behav10,behav11,behav12,behav13,behav14,behav15,psightings,ssightings,pnum,snum,legflag,view,refno,stratum,utc,radalt,gpsspeed,setalt,setvel,lensfl,ggf,int,gpsq,gpssats,roll,pitch,yaw,maghead,notes,edits,glarev,ph_qual
S,5,20,2022,444,113050,41.2105,-71.1916,181,299,1,-,,, , , ,, ,3,,,,,, , ,,,,,,,,,,,,,,,,,1,2,,,,T,444,,,,120.4,1000,100,85,5,5,3,10,,,,,,GOING ON WATCH, ,
X,5,20,2022,445,113050,41.21,-71.1916,181,298,1,-,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,1,2,,,,T,445,,,,119.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,446,113052,41.209,-71.1916,181,298, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,1,2,,,,F,446,,,,119.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,447,113057,41.2062,-71.1916,177,297, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,1,2,,,,F,447,,,,116.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,448,113102,41.2036,-71.1913,172,299, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,1,2,,,,F,448,,,,113.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,449,113107,41.201,-71.1908,171,302, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,1,2,,,,T,449,,,,111,1000,100,85,5,5,3,10,,,,,,, ,
P,5,20,2022,450,113108,41.201,-71.1908,171,302, , ,,, , , ,, ,4,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,T,450,,,,111,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,451,113108,41.2002,-71.1906,171,302, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,T,451,,,,110.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,452,113112,41.1985,-71.1903,171,300, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,452,,,,109.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,453,113117,41.1961,-71.1898,173,298, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,453,,,,106.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,454,113122,41.1937,-71.1895,174,300, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,454,,,,102.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,455,113127,41.1914,-71.1892,174,303, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,455,,,,98.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,456,113132,41.1891,-71.1889,172,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,456,,,,95.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,457,113137,41.1869,-71.1885,169,315, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,457,,,,90.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,458,113142,41.1849,-71.1879,166,317, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,458,,,,87.8,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,459,113143,41.1845,-71.1878,166,317, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,459,,,,87.9,1000,100,85,5,5,3,9,,,,,,, ,
X,5,20,2022,460,113147,41.1832,-71.1874,166,314, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,460,,,,88.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,461,113152,41.1809,-71.1867,168,312, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,461,,,,87.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,462,113157,41.179,-71.1861,166,313, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,F,462,,,,85.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,463,113202,41.1771,-71.1854,166,313, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,2,,,,T,463,,,,84.7,1000,100,85,5,5,3,9,,,,,,, ,
S,5,20,2022,464,113204,41.1766,-71.1853,168,312, , ,,, , , ,, ,5,,,,,, , ,,,,,,,,,,,,,,,,,2,3,,,,T,464,,,,84.6,1000,100,85,5,5,3,9,,,,,,, ,
X,5,20,2022,465,113204,41.1762,-71.1852,169,312, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,3,,,,T,465,,,,84.8,1000,100,85,5,5,3,9,,,,,,, ,
X,5,20,2022,466,113207,41.1751,-71.185,169,308, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,3,,,,F,466,,,,85.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,467,113212,41.1732,-71.1845,168,304, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,3,,,,F,467,,,,85.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,468,113217,41.1712,-71.184,169,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,3,,,,F,468,,,,84.8,1000,100,85,5,5,3,9,,,,,,, ,
X,5,20,2022,469,113222,41.1693,-71.1837,178,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,3,,,,T,469,,,,84.7,1000,100,85,5,5,3,10,,,,,,, ,
S,5,20,2022,470,113224,41.1684,-71.1837,178,307, , ,,, , , ,, ,6,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,T,470,,,,84.7,1000,100,85,5,5,3,10,,,,,,BEGIN LINE, ,
X,5,20,2022,471,113225,41.1682,-71.1837,178,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,T,471,,,,84.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,472,113227,41.1673,-71.1837,178,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,F,472,,,,84.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,473,113232,41.1658,-71.1837,181,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,F,473,,,,85.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,474,113237,41.1635,-71.1837,180,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,F,474,,,,85.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,475,113242,41.1615,-71.1838,181,312, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,F,475,,,,83.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,476,113247,41.1595,-71.1838,180,319, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,F,476,,,,80.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,477,113252,41.1577,-71.1838,179,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,4,,,,T,477,,,,80.5,1000,100,85,5,5,3,10,,,,,,, ,
S,5,20,2022,478,113255,41.1573,-71.1837,179,323, , ,,, , , ,, ,7,,BASH,1,,,1,3,0,,,,,,,,,,,,,,,,2,5,,,,T,478,,,,80.8,1000,100,85,5,5,3,10,,,,,,30 DEGREES, ,
X,5,20,2022,479,113255,41.1565,-71.1837,180,321, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,T,479,,,,81.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,480,113257,41.1558,-71.1837,180,320, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,480,,,,82.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,481,113302,41.1538,-71.1837,179,318, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,481,,,,83.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,482,113307,41.1519,-71.1837,180,318, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,482,,,,84.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,483,113312,41.15,-71.1837,179,316, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,483,,,,85.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,484,113317,41.1481,-71.1837,179,319, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,484,,,,85.8,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,485,113318,41.1475,-71.1836,179,320, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,485,,,,85.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,486,113322,41.1459,-71.1836,178,322, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,486,,,,85.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,487,113327,41.144,-71.1835,178,321, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,487,,,,86.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,488,113332,41.1419,-71.1835,178,321, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,488,,,,87,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,489,113337,41.1399,-71.1834,179,324, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,489,,,,86.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,490,113342,41.1381,-71.1834,180,325, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,490,,,,87.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,491,113347,41.136,-71.1834,179,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,491,,,,88.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,492,113352,41.1341,-71.1834,180,324, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,492,,,,87.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,493,113357,41.1319,-71.1834,179,327, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,493,,,,87.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,494,113402,41.1298,-71.1833,177,327, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,494,,,,88.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,495,113407,41.1277,-71.1833,179,329, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,495,,,,89.9,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,496,113408,41.1274,-71.1833,179,330, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,496,,,,89.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,497,113412,41.1256,-71.1833,180,332, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,497,,,,90.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,498,113417,41.1237,-71.1833,179,332, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,498,,,,91.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,499,113422,41.1215,-71.1833,180,332, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,499,,,,93.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,500,113427,41.1192,-71.1833,180,336, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,500,,,,93.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,501,113432,41.117,-71.1834,180,335, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,501,,,,94.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,502,113437,41.1148,-71.1834,180,334, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,502,,,,96.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,503,113442,41.1125,-71.1834,180,332, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,503,,,,98.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,504,113447,41.1103,-71.1834,180,328, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,504,,,,100.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,505,113452,41.108,-71.1834,179,327, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,505,,,,101.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,506,113457,41.1056,-71.1834,180,327, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,506,,,,101.7,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,507,113457,41.1053,-71.1834,180,326, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,507,,,,101.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,508,113502,41.1033,-71.1834,180,324, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,508,,,,103.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,509,113507,41.1008,-71.1834,179,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,509,,,,103.7,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,510,113510,41.0995,-71.1834,179,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,510,,,,103.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,511,113512,41.0985,-71.1834,180,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,511,,,,103.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,512,113517,41.0963,-71.1834,180,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,512,,,,104.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,513,113522,41.0935,-71.1834,180,322, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,513,,,,104.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,514,113527,41.0911,-71.1835,180,322, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,514,,,,104.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,515,113532,41.0887,-71.1835,179,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,515,,,,104.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,516,113537,41.0863,-71.1834,179,320, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,516,,,,105.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,517,113542,41.0839,-71.1835,180,316, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,517,,,,106.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,518,113547,41.0813,-71.1835,181,316, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,518,,,,106.9,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,519,113547,41.0812,-71.1835,181,316, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,519,,,,106.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,520,113552,41.079,-71.1836,181,319, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,F,520,,,,105.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,521,113557,41.0764,-71.1836,179,322, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,5,,,,T,521,,,,104.6,1000,100,85,5,5,3,10,,,,,,, ,
S,5,20,2022,522,113559,41.0764,-71.1836,179,322, , ,,, , , ,, ,8,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,T,522,,,,104.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,523,113600,41.0752,-71.1836,180,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,T,523,,,,104.4,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,524,113600,41.0752,-71.1836,180,323, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,524,,,,104.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,525,113602,41.074,-71.1836,180,324, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,525,,,,104.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,526,113607,41.0716,-71.1836,180,318, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,526,,,,106.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,527,113612,41.0691,-71.1837,180,314, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,527,,,,107,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,528,113617,41.0667,-71.1837,179,317, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,528,,,,105.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,529,113622,41.0643,-71.1837,179,319, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,529,,,,105,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,530,113627,41.0618,-71.1837,180,318, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,530,,,,105.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,531,113632,41.0593,-71.1836,179,313, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,531,,,,106.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,532,113637,41.0568,-71.1836,179,310, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,532,,,,107.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,533,113642,41.0544,-71.1835,178,309, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,533,,,,107.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,534,113647,41.0522,-71.1835,178,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,534,,,,107.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,535,113652,41.0495,-71.1834,179,309, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,535,,,,106.5,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,536,113654,41.0485,-71.1834,179,309, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,536,,,,106.4,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,537,113657,41.0469,-71.1834,180,310, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,537,,,,105.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,538,113702,41.0445,-71.1834,180,310, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,F,538,,,,105.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,539,113707,41.042,-71.1835,181,309, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,6,,,,T,539,,,,106.1,1000,100,85,5,5,3,10,,,,,,, ,
S,5,20,2022,540,113710,41.042,-71.1835,181,309, , ,,, , , ,, ,9,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,T,540,,,,106.1,1000,100,85,5,5,N,10,,,,,,, ,
X,5,20,2022,541,113710,41.0404,-71.1835,181,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,T,541,,,,106.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,542,113712,41.0396,-71.1836,181,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,F,542,,,,106.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,543,113717,41.0371,-71.1837,181,305, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,F,543,,,,107.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,544,113722,41.0347,-71.1837,180,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,F,544,,,,106.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,545,113727,41.0323,-71.1838,180,310, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,F,545,,,,104.8,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,546,113732,41.0299,-71.1838,180,312, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,F,546,,,,103.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,547,113737,41.0273,-71.1838,180,308, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,2,7,,,,T,547,,,,105.5,1000,100,85,5,5,3,10,,,,,,, ,
P,5,20,2022,548,113740,41.0264,-71.1838,180,305, , ,,, , , ,, ,10,,,,,, , ,,,,,,,,,,,,,,,,,3,7,,,,T,548,,,,106.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,549,113740,41.0259,-71.1838,180,304, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,7,,,,T,549,,,,106.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,550,113742,41.0249,-71.1838,180,304, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,7,,,,T,550,,,,106.6,1000,100,85,5,5,3,10,,,,,,, ,
S,5,20,2022,551,113744,41.0244,-71.1839,180,304, , ,,, , , ,, ,11,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,T,551,,,,106.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,552,113745,41.0234,-71.1839,180,305, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,T,552,,,,106.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,553,113747,41.0224,-71.1839,180,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,553,,,,105.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,554,113752,41.0201,-71.1839,180,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,554,,,,105.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,555,113757,41.0175,-71.184,181,305, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,555,,,,105.7,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,556,113802,41.0151,-71.1841,182,305, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,556,,,,105.5,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,557,113807,41.0126,-71.1842,182,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,557,,,,105,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,558,113812,41.0103,-71.1843,179,311, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,558,,,,103.2,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,559,113817,41.008,-71.1843,179,315, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,559,,,,102.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,560,113822,41.0056,-71.1842,179,312, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,560,,,,103.3,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,561,113827,41.003,-71.1842,179,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,561,,,,104.9,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,562,113829,41.0023,-71.1842,179,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,562,,,,105.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,563,113832,41.0006,-71.1842,180,306, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,F,563,,,,104.9,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,564,113837,40.9983,-71.1842,179,307, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,8,,,,T,564,,,,104.6,1000,100,85,5,5,3,10,,,,,,, ,
S,5,20,2022,565,113839,40.9983,-71.1842,179,307, , ,,, , , ,, ,12,,,,,, , ,,,,,,,,,,,,,,,,,3,9,,,,T,565,,,,104.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,566,113839,40.997,-71.1842,179,308, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,9,,,,T,566,,,,104.1,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,567,113842,40.9959,-71.1842,179,308, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,9,,,,F,567,,,,104,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,568,113847,40.9933,-71.1842,178,308, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,9,,,,F,568,,,,104.3,1000,100,85,5,5,3,10,,,,,,, ,
Z,5,20,2022,569,113849,40.9921,-71.1841,178,310, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,9,,,,F,569,,,,103.6,1000,100,85,5,5,3,10,,,,,,, ,
X,5,20,2022,570,113852,40.9909,-71.1841,178,312, , ,,, , , ,, ,,,,,,, , ,,,,,,,,,,,,,,,,,3,9,,,,F,570,,,,103,1000,100,85,5,5,3,10,,,,,,, ,
