"rectype","month","day","year","eventno","time","lat","long","heading","alt","legtype","legstage","legno","visiblty","glarel","glarer","beaufort","cloud","wx","sightno","anglel","angler","speccode","number","numcalf","anhead","photos","idrel","confidnc","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","refno","stratum","utc","radalt","gpsspeed","setalt","setvel","lensfl","ggf","int","gpsq","gpssats","roll","pitch","yaw","maghead","notes","edits","glarev","ph_qual","TrackDist"
"S",7,21,2024,1155,143042,41.8931863574258,-69.9648270385596,7,185,1,"-","",5,"","",1,1,"H","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",101.5,1000,100,"","","","","","","","","","","ON WATCH - ","","",0.037932014
"X",7,21,2024,1156,143043,41.8934898333333,-69.9647783,7,185,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",101.3,1000,100,"","","","","","","","","","","","","",0.0562825916
"X",7,21,2024,1157,143045,41.8944159666667,-69.9646465666667,6,185,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",100.8,1000,100,"","","","","","","","","","","","","",0.0559162905
"X",7,21,2024,1158,143047,41.8953402,-69.96454035,5,184,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",100.3,1000,100,"","","","","","","","","","","","","",0.0556940689
"X",7,21,2024,1159,143049,41.8962618,-69.96445095,4,184,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",99.9,1000,100,"","","","","","","","","","","","","",0.0554773469
"X",7,21,2024,1160,143051,41.8971936666667,-69.9643718,4,185,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",99.5,1000,100,"","","","","","","","","","","","","",0.0560614083
"X",7,21,2024,1161,143053,41.8981236166667,-69.96430825,3,185,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",99.1,1000,100,"","","","","","","","","","","","","",0.055906808
"X",7,21,2024,1162,143055,41.8990690666667,-69.9642869166667,1,186,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98.6,1000,100,"","","","","","","","","","","","","",0.0567732558
"X",7,21,2024,1163,143057,41.90004765,-69.9642766666667,2,191,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,1000,100,"","","","","","","","","","","","","",0.0587563762
"X",7,21,2024,1164,143059,41.9009984666667,-69.964257,2,193,1,"-","",5,"","",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",97.4,1000,100,"","","","","","","","","","","","","",0.0570942321
"S",7,21,2024,1165,143100,41.9013724121304,-69.9642432856581,2,194,2,"1","1",5,"1","2",1,1,"H","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",97.2,1000,100,"","","","","","","","","","","","","",0.0224602197
"X",7,21,2024,1166,143101,41.9019346166667,-69.9642226666667,2,196,2,"2","1",5,"1","2",1,1,"H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",97,1000,100,"","","","","","","","","","","","","",0.0562278107
