"rectype","month","day","year","eventno","time","lat","long","heading","alt","legtype","legstage","legno","visiblty","glarel","glarer","beaufort","cloud","wx","sightno","anglel","angler","speccode","number","numcalf","anhead","photos","idrel","confidnc","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","refno","stratum","utc","radalt","gpsspeed","setalt","setvel","lensfl","ggf","int","gpsq","gpssats","roll","pitch","yaw","maghead","notes","edits","glarev","ph_qual","TrackDist"
"S",3,31,2024,489,82417,41.3671591842491,-71.242261814038,196,460,1,"-","",5,"","",2,3,"C","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107.2,1000,100,"","","","","","","","","","","ON WATCH - ","","",0.0275340503
"X",3,31,2024,490,82418,41.366645,-71.2424583333333,195,458,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107.8,1000,100,"","","","","","","","","","","","","",0.0596507939
"X",3,31,2024,491,82420,41.36567,-71.2427833333333,193,457,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.8,1000,100,"","","","","","","","","","","","","",0.0603434539
"X",3,31,2024,492,82422,41.3646833333333,-71.24308,193,455,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.9,1000,100,"","","","","","","","","","","","","",0.0607295228
"X",3,31,2024,493,82424,41.3636816666667,-71.24336,192,453,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.4,1000,100,"","","","","","","","","","","","","",0.0614498106
"X",3,31,2024,494,82426,41.362675,-71.2436283333333,191,452,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.8,1000,100,"","","","","","","","","","","","","",0.0616384013
"X",3,31,2024,495,82428,41.3616683333333,-71.24389,191,456,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.6,1000,100,"","","","","","","","","","","","","",0.0615802072
"X",3,31,2024,496,82430,41.3606833333333,-71.244145,191,462,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107.7,1000,100,"","","","","","","","","","","","","",0.0602459275
"X",3,31,2024,497,82432,41.3597116666667,-71.24439,191,468,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",106.7,1000,100,"","","","","","","","","","","","","",0.0593748681
"X",3,31,2024,498,82434,41.3587516666667,-71.2446183333333,190,471,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",104.9,1000,100,"","","","","","","","","","","","","",0.0585501304
"X",3,31,2024,499,82436,41.3577916666667,-71.244835,189,472,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",105.5,1000,100,"","","","","","","","","","","","","",0.0584600457
"X",3,31,2024,500,82438,41.3568266666667,-71.2450383333333,189,470,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",105.9,1000,100,"","","","","","","","","","","","","",0.0586592101
"X",3,31,2024,501,82440,41.3558516666667,-71.2452283333333,188,467,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",106.8,1000,100,"","","","","","","","","","","","","",0.0591623857
"X",3,31,2024,502,82442,41.3548683333333,-71.245425,189,464,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107.4,1000,100,"","","","","","","","","","","","","",0.0597013828
"X",3,31,2024,503,82444,41.35387,-71.2456333333333,189,461,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.2,1000,100,"","","","","","","","","","","","","",0.060671321
"X",3,31,2024,504,82446,41.3528683333333,-71.2458416666667,189,461,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.5,1000,100,"","","","","","","","","","","","","",0.0608690749
"X",3,31,2024,505,82448,41.3518666666667,-71.24604,188,462,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.4,1000,100,"","","","","","","","","","","","","",0.0608012035
"X",3,31,2024,506,82450,41.350865,-71.24623,188,464,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.8,1000,100,"","","","","","","","","","","","","",0.0607471405
"X",3,31,2024,507,82452,41.3498733333333,-71.2464183333333,188,466,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108,1000,100,"","","","","","","","","","","","","",0.0601421615
"X",3,31,2024,508,82454,41.34888,-71.2466033333333,188,466,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107.9,1000,100,"","","","","","","","","","","","","",0.0602202605
"X",3,31,2024,509,82456,41.34789,-71.2467933333333,188,464,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.8,1000,100,"","","","","","","","","","","","","",0.0600538004
"X",3,31,2024,510,82458,41.3468883333333,-71.2469883333333,188,462,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.7,1000,100,"","","","","","","","","","","","","",0.0607793953
"S",3,31,2024,511,82459,41.3461566481765,-71.2471329834166,188,461,1,"-","",5,"","",2,3,"C","2","","","MV-C","1","","","1","9","0","","","","","","","","","","","","","","","","","","","",110.2,1000,100,"","","","","","","","","","","","","",0.0444119054
"X",3,31,2024,512,82500,41.3458766666667,-71.2471883333333,188,460,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.4,1000,100,"","","","","","","","","","","","","",0.0614062507
"X",3,31,2024,513,82502,41.34486,-71.2473833333333,188,459,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.7,1000,100,"","","","","","","","","","","","","",0.061670712
"X",3,31,2024,514,82504,41.3438383333333,-71.24757,188,458,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.4,1000,100,"","","","","","","","","","","","","",0.0619157199
"X",3,31,2024,515,82506,41.3428166666667,-71.2477483333333,187,458,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.2,1000,100,"","","","","","","","","","","","","",0.0618658089
"X",3,31,2024,516,82508,41.341795,-71.247905,186,460,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.9,1000,100,"","","","","","","","","","","","","",0.0617465132
"X",3,31,2024,517,82510,41.3407766666667,-71.2480333333333,185,461,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.2,1000,100,"","","","","","","","","","","","","",0.0614142659
"X",3,31,2024,518,82512,41.3397616666667,-71.2481516666667,185,463,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110,1000,100,"","","","","","","","","","","","","",0.0611740776
"X",3,31,2024,519,82514,41.338755,-71.2482783333333,186,465,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.9,1000,100,"","","","","","","","","","","","","",0.0607098489
"X",3,31,2024,520,82516,41.337755,-71.2484183333333,186,468,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.3,1000,100,"","","","","","","","","","","","","",0.060371246
"X",3,31,2024,521,82518,41.33676,-71.24857,187,469,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107.8,1000,100,"","","","","","","","","","","","","",0.060130237
"X",3,31,2024,522,82520,41.335765,-71.2487233333333,186,468,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.4,1000,100,"","","","","","","","","","","","","",0.0601388388
"X",3,31,2024,523,82522,41.33476,-71.248865,186,465,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.2,1000,100,"","","","","","","","","","","","","",0.0606777041
"X",3,31,2024,524,82524,41.3337433333333,-71.24898,184,461,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.3,1000,100,"","","","","","","","","","","","","",0.0612609067
"X",3,31,2024,525,82526,41.3327183333333,-71.249065,183,457,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.2,1000,100,"","","","","","","","","","","","","",0.0616606614
"X",3,31,2024,526,82528,41.331685,-71.24912,182,453,1,"-","",5,"","",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",112.3,1000,100,"","","","","","","","","","","","","",0.0620913373
"S",3,31,2024,527,82529,41.331301307487,-71.2491316271639,182,453,2,"1","6",5,"2","1",2,3,"C","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",112.6,1000,100,"","","","","","","","","","","ON TRACK - ","","",0.0230430372
"X",3,31,2024,528,82530,41.33064,-71.2491516666667,181,451,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",113,1000,100,"","","","","","","","","","","","","",0.0627585189
"X",3,31,2024,529,82532,41.3295883333333,-71.24918,181,450,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",113.3,1000,100,"","","","","","","","","","","","","",0.0631554677
"X",3,31,2024,530,82534,41.3285383333333,-71.2492133333333,181,452,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",112.7,1000,100,"","","","","","","","","","","","","",0.063060391
"X",3,31,2024,531,82536,41.3274983333333,-71.24925,182,454,2,"1","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.9,1000,100,"","","","","","","","","","","","","",0.062463956
"X",3,31,2024,532,82538,41.3265524409512,-71.2492774614286,181,457,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111,1000,100,"","","","","","","","","","","","","",0.0568053066
"X",3,31,2024,533,82538,41.326465,-71.24928,181,458,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.9,1000,100,"","","","","","","","","","","","","",0.0620565489
"X",3,31,2024,534,82540,41.3254416666667,-71.2492983333333,181,461,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.9,1000,100,"","","","","","","","","","","","","",0.0614469615
"X",3,31,2024,535,82542,41.3244266666667,-71.2493083333333,180,463,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.2,1000,100,"","","","","","","","","","","","","",0.060942732
"X",3,31,2024,536,82544,41.3234116666667,-71.2493216666667,181,462,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.9,1000,100,"","","","","","","","","","","","","",0.0609440294
"X",3,31,2024,537,82546,41.32239,-71.2493316666667,180,461,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.7,1000,100,"","","","","","","","","","","","","",0.0613429909
"X",3,31,2024,538,82548,41.3213583333333,-71.24934,180,459,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.2,1000,100,"","","","","","","","","","","","","",0.061942878
"X",3,31,2024,539,82550,41.3203233333333,-71.24935,181,458,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.7,1000,100,"","","","","","","","","","","","","",0.0621435091
"X",3,31,2024,540,82552,41.3192883333333,-71.2493666666667,181,458,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.7,1000,100,"","","","","","","","","","","","","",0.0621464176
"X",3,31,2024,541,82554,41.3182533333333,-71.24939,181,459,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.6,1000,100,"","","","","","","","","","","","","",0.0621507801
"X",3,31,2024,542,82554,41.3182533333333,-71.24939,181,459,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.6,1000,100,"","","","","","","","","","","","","",0
"X",3,31,2024,543,82556,41.3172216666667,-71.24942,181,461,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111,1000,100,"","","","","","","","","","","","","",0.0619565094
"X",3,31,2024,544,82558,41.3161983333333,-71.2494533333333,181,462,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.4,1000,100,"","","","","","","","","","","","","",0.0614597857
"X",3,31,2024,545,82600,41.3151766666667,-71.2494916666667,182,464,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.9,1000,100,"","","","","","","","","","","","","",0.0613656865
"X",3,31,2024,546,82602,41.31416,-71.2495383333333,182,466,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110,1000,100,"","","","","","","","","","","","","",0.0610773983
"X",3,31,2024,547,82604,41.3131483333333,-71.2495866666667,182,466,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.3,1000,100,"","","","","","","","","","","","","",0.0607800253
"X",3,31,2024,548,82606,41.3121383333333,-71.2496333333333,182,466,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.3,1000,100,"","","","","","","","","","","","","",0.0606773701
"X",3,31,2024,549,82608,41.3111266666667,-71.2496733333333,182,465,2,"2","6",5,"2","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.3,1000,100,"","","","","","","","","","","","","",0.0607677104
"S",3,31,2024,550,82609,41.3104224471607,-71.2496930237748,181,464,2,"2","6",5,"3","1",2,3,"C","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.5,1000,100,"","","","","","","","","","","","","",0.0422909853
"X",3,31,2024,551,82610,41.3101133333333,-71.2497016666667,181,464,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.6,1000,100,"","","","","","","","","","","","","",0.0608544135
"X",3,31,2024,552,82612,41.309095,-71.24972,181,463,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.7,1000,100,"","","","","","","","","","","","","",0.0611467893
"X",3,31,2024,553,82614,41.3080733333333,-71.2497316666667,180,462,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.4,1000,100,"","","","","","","","","","","","","",0.0613435904
"X",3,31,2024,554,82616,41.30705,-71.2497433333333,180,460,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.9,1000,100,"","","","","","","","","","","","","",0.0614436542
"X",3,31,2024,555,82618,41.3060216666667,-71.2497583333333,181,460,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111,1000,100,"","","","","","","","","","","","","",0.0617453098
"X",3,31,2024,556,82620,41.30499,-71.2497833333333,181,459,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.3,1000,100,"","","","","","","","","","","","","",0.0619520003
"X",3,31,2024,557,82622,41.3039583333333,-71.24982,181,459,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111,1000,100,"","","","","","","","","","","","","",0.0619638115
"X",3,31,2024,558,82624,41.3029283333333,-71.2498616666667,182,459,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111.1,1000,100,"","","","","","","","","","","","","",0.06187022
"X",3,31,2024,559,82626,41.3019016666667,-71.2499,182,460,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.6,1000,100,"","","","","","","","","","","","","",0.0616657801
"X",3,31,2024,560,82628,41.30088,-71.249935,181,462,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.9,1000,100,"","","","","","","","","","","","","",0.0613616449
"X",3,31,2024,561,82630,41.2998616666667,-71.2499666666667,181,463,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109.4,1000,100,"","","","","","","","","","","","","",0.0611578809
"X",3,31,2024,562,82632,41.2988533333333,-71.249995,181,464,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",109,1000,100,"","","","","","","","","","","","","",0.0605542824
"X",3,31,2024,563,82634,41.2978466666667,-71.25002,181,466,2,"2","6",5,"3","1",2,3,"C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108.2,1000,100,"","","","","","","","","","","","","",0.0604512459
